id,brand,price,start_time,start_day,end_time,end_day,trip_time,take_place,destination,hand_luggage,checked_baggage,crawl_date
VJ-327,VietJet Air,1.759.302 VND,14:50,10 thg 6,15:50,10 thg 6,1h 0m,TP HCM (SGN),Phú Quốc (PQC),Hành lý xách tay 10 kg,Hành lý 30 kg,07-06-2026
VJ-331,VietJet Air,1.759.302 VND,17:20,10 thg 6,18:20,10 thg 6,1h 0m,TP HCM (SGN),Phú Quốc (PQC),Hành lý xách tay 10 kg,Hành lý 30 kg,07-06-2026
VJ-329,VietJet Air,1.759.302 VND,06:40,10 thg 6,07:45,10 thg 6,1h 5m,TP HCM (SGN),Phú Quốc (PQC),Hành lý xách tay 10 kg,Hành lý 30 kg,07-06-2026
VJ-321,VietJet Air,1.759.302 VND,08:50,10 thg 6,09:55,10 thg 6,1h 5m,TP HCM (SGN),Phú Quốc (PQC),Hành lý xách tay 10 kg,Hành lý 30 kg,07-06-2026
VJ-325,VietJet Air,1.759.302 VND,17:30,10 thg 6,18:35,10 thg 6,1h 5m,TP HCM (SGN),Phú Quốc (PQC),Hành lý xách tay 10 kg,Hành lý 30 kg,07-06-2026
VN-1829,Vietnam Airlines,2.121.000 VND,15:30,10 thg 6,16:30,10 thg 6,1h 0m,TP HCM (SGN),Phú Quốc (PQC),Hành lý xách tay 1 x 10 kg,Hành lý 1 x 32 kg,07-06-2026
VN-1833,Vietnam Airlines,2.121.000 VND,17:30,10 thg 6,18:30,10 thg 6,1h 0m,TP HCM (SGN),Phú Quốc (PQC),Hành lý xách tay 1 x 10 kg,Hành lý 1 x 32 kg,07-06-2026
VJ-335,VietJet Air,2.730.586 VND,11:20,10 thg 6,12:20,10 thg 6,1h 0m,TP HCM (SGN),Phú Quốc (PQC),Hành lý xách tay 10 kg,Hành lý 30 kg,07-06-2026
9G-1963,SUN PhuQuoc AIRWAYS,3.096.167 VND,09:40,10 thg 6,10:40,10 thg 6,1h 0m,TP HCM (SGN),Phú Quốc (PQC),Hành lý xách tay 7 kg,Hành lý 2 x 23 kg,07-06-2026
VN-1833,Vietnam Airlines,3.538.000 VND,17:30,10 thg 6,18:30,10 thg 6,1h 0m,TP HCM (SGN),Phú Quốc (PQC),Hành lý xách tay 1 x 18 kg,Hành lý 1 x 32 kg,07-06-2026
VN-1829,Vietnam Airlines,3.916.000 VND,15:30,10 thg 6,16:30,10 thg 6,1h 0m,TP HCM (SGN),Phú Quốc (PQC),Hành lý xách tay 1 x 18 kg,Hành lý 1 x 32 kg,07-06-2026
VJ-331,VietJet Air,887.321 VND,17:20,10 thg 6,18:20,10 thg 6,1h 0m,TP HCM (SGN),Phú Quốc (PQC),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,08-06-2026
VJ-325,VietJet Air,887.321 VND,17:30,10 thg 6,18:35,10 thg 6,1h 5m,TP HCM (SGN),Phú Quốc (PQC),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,08-06-2026
9G-1985,SUN PhuQuoc AIRWAYS,918.729 VND,18:20,10 thg 6,19:20,10 thg 6,1h 0m,TP HCM (SGN),Phú Quốc (PQC),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,08-06-2026
VJ-339,VietJet Air,1.113.232 VND,07:50,10 thg 6,08:50,10 thg 6,1h 0m,TP HCM (SGN),Phú Quốc (PQC),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,08-06-2026
VJ-337,VietJet Air,1.113.232 VND,09:10,10 thg 6,10:10,10 thg 6,1h 0m,TP HCM (SGN),Phú Quốc (PQC),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,08-06-2026
VJ-327,VietJet Air,1.113.232 VND,14:50,10 thg 6,15:50,10 thg 6,1h 0m,TP HCM (SGN),Phú Quốc (PQC),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,08-06-2026
VJ-329,VietJet Air,1.113.232 VND,06:40,10 thg 6,07:45,10 thg 6,1h 5m,TP HCM (SGN),Phú Quốc (PQC),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,08-06-2026
VJ-321,VietJet Air,1.113.232 VND,08:50,10 thg 6,09:55,10 thg 6,1h 5m,TP HCM (SGN),Phú Quốc (PQC),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,08-06-2026
9G-1963,SUN PhuQuoc AIRWAYS,1.192.950 VND,09:40,10 thg 6,10:40,10 thg 6,1h 0m,TP HCM (SGN),Phú Quốc (PQC),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,08-06-2026
9G-1965,SUN PhuQuoc AIRWAYS,1.192.950 VND,10:35,10 thg 6,11:35,10 thg 6,1h 0m,TP HCM (SGN),Phú Quốc (PQC),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,08-06-2026
9G-1969,SUN PhuQuoc AIRWAYS,1.324.620 VND,11:35,10 thg 6,12:35,10 thg 6,1h 0m,TP HCM (SGN),Phú Quốc (PQC),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,08-06-2026
VN-1833,Vietnam Airlines,1.457.629 VND,17:30,10 thg 6,18:30,10 thg 6,1h 0m,TP HCM (SGN),Phú Quốc (PQC),Hành lý xách tay 1 x 10 kg,Hành lý xách tay 1 x 10 kg,08-06-2026
VJ-335,VietJet Air,1.575.587 VND,11:20,10 thg 6,12:20,10 thg 6,1h 0m,TP HCM (SGN),Phú Quốc (PQC),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,08-06-2026
VN-1829,Vietnam Airlines,1.619.031 VND,15:30,10 thg 6,16:30,10 thg 6,1h 0m,TP HCM (SGN),Phú Quốc (PQC),Hành lý xách tay 1 x 10 kg,Hành lý xách tay 1 x 10 kg,08-06-2026
9G-1955,SUN PhuQuoc AIRWAYS,1.730.520 VND,07:05,10 thg 6,08:05,10 thg 6,1h 0m,TP HCM (SGN),Phú Quốc (PQC),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,08-06-2026
VJ-325,VietJet Air,913.381 VND,17:30,10 thg 6,18:35,10 thg 6,1h 5m,TP HCM (SGN),Phú Quốc (PQC),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,09-06-2026
VU-303,Vietravel Airlines,918.385 VND,18:15,10 thg 6,19:15,10 thg 6,1h 0m,TP HCM (SGN),Phú Quốc (PQC),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,09-06-2026
VJ-339,VietJet Air,1.152.067 VND,07:50,10 thg 6,08:50,10 thg 6,1h 0m,TP HCM (SGN),Phú Quốc (PQC),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,09-06-2026
VJ-337,VietJet Air,1.152.067 VND,09:10,10 thg 6,10:10,10 thg 6,1h 0m,TP HCM (SGN),Phú Quốc (PQC),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,09-06-2026
VJ-327,VietJet Air,1.152.067 VND,14:50,10 thg 6,15:50,10 thg 6,1h 0m,TP HCM (SGN),Phú Quốc (PQC),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,09-06-2026
VJ-321,VietJet Air,1.152.067 VND,08:50,10 thg 6,09:55,10 thg 6,1h 5m,TP HCM (SGN),Phú Quốc (PQC),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,09-06-2026
VJ-329,VietJet Air,1.155.756 VND,06:40,10 thg 6,07:45,10 thg 6,1h 5m,TP HCM (SGN),Phú Quốc (PQC),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,09-06-2026
9G-1985,SUN PhuQuoc AIRWAYS,1.181.070 VND,18:20,10 thg 6,19:20,10 thg 6,1h 0m,TP HCM (SGN),Phú Quốc (PQC),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,09-06-2026
9G-1963,SUN PhuQuoc AIRWAYS,1.192.950 VND,09:40,10 thg 6,10:40,10 thg 6,1h 0m,TP HCM (SGN),Phú Quốc (PQC),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,09-06-2026
9G-1965,SUN PhuQuoc AIRWAYS,1.192.950 VND,10:35,10 thg 6,11:35,10 thg 6,1h 0m,TP HCM (SGN),Phú Quốc (PQC),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,09-06-2026
9G-1969,SUN PhuQuoc AIRWAYS,1.324.620 VND,11:35,10 thg 6,12:35,10 thg 6,1h 0m,TP HCM (SGN),Phú Quốc (PQC),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,09-06-2026
VJ-335,VietJet Air,1.576.484 VND,11:20,10 thg 6,12:20,10 thg 6,1h 0m,TP HCM (SGN),Phú Quốc (PQC),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,09-06-2026
VN-1829,Vietnam Airlines,1.639.000 VND,15:30,10 thg 6,16:30,10 thg 6,1h 0m,TP HCM (SGN),Phú Quốc (PQC),Hành lý xách tay 1 x 10 kg,Hành lý xách tay 1 x 10 kg,09-06-2026
VU-303,Vietravel Airlines,942.367 VND,18:15,10 thg 6,19:15,10 thg 6,1h 0m,TP.HCM (SGN),Phú Quốc (PQC),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,09-06-2026
VJ-331,VietJet Air,971.867 VND,17:20,10 thg 6,18:20,10 thg 6,1h 0m,TP.HCM (SGN),Phú Quốc (PQC),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,09-06-2026
VJ-337,VietJet Air,1.111.531 VND,09:10,10 thg 6,10:10,10 thg 6,1h 0m,TP.HCM (SGN),Phú Quốc (PQC),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,09-06-2026
VJ-327,VietJet Air,1.132.044 VND,14:50,10 thg 6,15:50,10 thg 6,1h 0m,TP.HCM (SGN),Phú Quốc (PQC),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,09-06-2026
VJ-339,VietJet Air,1.154.702 VND,07:50,10 thg 6,08:50,10 thg 6,1h 0m,TP.HCM (SGN),Phú Quốc (PQC),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,09-06-2026
VJ-321,VietJet Air,1.154.702 VND,08:50,10 thg 6,09:55,10 thg 6,1h 5m,TP.HCM (SGN),Phú Quốc (PQC),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,09-06-2026
9G-1963,SUN PhuQuoc AIRWAYS,1.189.980 VND,09:40,10 thg 6,10:40,10 thg 6,1h 0m,TP.HCM (SGN),Phú Quốc (PQC),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,09-06-2026
VJ-329,VietJet Air,1.210.026 VND,06:40,10 thg 6,07:45,10 thg 6,1h 5m,TP.HCM (SGN),Phú Quốc (PQC),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,09-06-2026
9G-1985,SUN PhuQuoc AIRWAYS,1.309.770 VND,18:20,10 thg 6,19:20,10 thg 6,1h 0m,TP.HCM (SGN),Phú Quốc (PQC),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,09-06-2026
9G-1969,SUN PhuQuoc AIRWAYS,1.321.650 VND,11:35,10 thg 6,12:35,10 thg 6,1h 0m,TP.HCM (SGN),Phú Quốc (PQC),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,09-06-2026
9G-1965,SUN PhuQuoc AIRWAYS,1.344.089 VND,10:35,10 thg 6,11:35,10 thg 6,1h 0m,TP.HCM (SGN),Phú Quốc (PQC),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,09-06-2026
VJ-335,VietJet Air,1.562.259 VND,11:20,10 thg 6,12:20,10 thg 6,1h 0m,TP.HCM (SGN),Phú Quốc (PQC),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,09-06-2026
VN-1829,Vietnam Airlines,1.636.000 VND,15:30,10 thg 6,16:30,10 thg 6,1h 0m,TP.HCM (SGN),Phú Quốc (PQC),Hành lý xách tay 1 x 10 kg,Hành lý xách tay 1 x 10 kg,09-06-2026
